model_nm,jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec,rpt_dt,sales_through_dt
SIERRA T1CGF LD CREW          ,368,392,316,315,302,305,252,456,212,0,0,0,9/18/2022,9/17/2022
SIERRA T1CGH HD CREW          ,227,326,461,490,528,496,408,448,134,0,0,0,9/18/2022,9/17/2022
SIERRA T1EGF LD DBL           ,89,105,76,103,121,85,31,31,18,0,0,0,9/18/2022,9/17/2022
SIERRA T1EGH HD DBL           ,35,100,172,169,203,231,197,158,45,0,0,0,9/18/2022,9/17/2022
SIERRA T1RGF LD REG           ,54,71,94,109,66,35,16,24,17,0,0,0,9/18/2022,9/17/2022
SIERRA T1RGH HD REG           ,39,72,109,157,165,251,210,281,79,0,0,0,9/18/2022,9/17/2022
SILVERADO T1CCF LD CREW       ,1066,1346,1554,1642,1494,1563,1166,1456,642,0,0,0,9/18/2022,9/17/2022
SILVERADO T1CCH HD CREW       ,482,657,1004,1180,1411,1448,1507,1892,604,0,0,0,9/18/2022,9/17/2022
SILVERADO T1ECF LD DBL        ,48,157,288,134,135,80,90,166,38,0,0,0,9/18/2022,9/17/2022
SILVERADO T1ECH HD DBL        ,116,193,365,343,301,283,302,287,99,0,0,0,9/18/2022,9/17/2022
SILVERADO T1RCF LD REG        ,28,64,232,221,137,112,84,69,24,0,0,0,9/18/2022,9/17/2022
SILVERADO T1RCH HD REG        ,166,187,271,225,184,119,123,114,30,0,0,0,9/18/2022,9/17/2022
SILVERADO 4500/5500           ,200,252,268,233,221,187,183,236,84,0,0,0,9/18/2022,9/17/2022
SPARK M2JC                    ,1,0,0,4,9,22,39,46,6,0,0,0,9/18/2022,9/17/2022
SUBURBAN T1YCF                ,40,52,87,62,76,102,85,119,37,0,0,0,9/18/2022,9/17/2022
TAHOE T1UCF                   ,89,111,88,107,94,109,154,155,59,0,0,0,9/18/2022,9/17/2022
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,62,0,0,0,9/18/2022,9/17/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,15,0,0,0,9/18/2022,9/17/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,69,0,0,0,9/18/2022,9/17/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/18/2022,9/17/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,30,0,0,0,9/18/2022,9/17/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/18/2022,9/17/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,0,0,0,0,9/18/2022,9/17/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,5,0,0,0,9/18/2022,9/17/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,0,0,0,0,9/18/2022,9/17/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,59,17,0,0,0,9/18/2022,9/17/2022
YUKON XL T1YGF                ,57,41,40,47,35,44,57,57,30,0,0,0,9/18/2022,9/17/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,28,0,0,0,9/20/2022,9/19/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2022,9/19/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,18,0,0,0,9/20/2022,9/19/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,3,0,0,0,9/20/2022,9/19/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,13,0,0,0,9/20/2022,9/19/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,0,0,0,0,9/20/2022,9/19/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,5,0,0,0,9/20/2022,9/19/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2022,9/19/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,36,0,0,0,9/20/2022,9/19/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2022,9/19/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,355,179,0,0,0,9/20/2022,9/19/2022
CORVETTE Y200                 ,3,1,1,1,1,3,3,4,2,0,0,0,9/20/2022,9/19/2022
CT4 A2SL                      ,0,2,0,2,3,2,4,1,0,0,0,0,9/20/2022,9/19/2022
CT5 A2LL                      ,0,2,1,1,1,4,0,2,2,0,0,0,9/20/2022,9/19/2022
ENCLAVE C1YB                  ,1,15,21,23,40,45,36,60,13,0,0,0,9/20/2022,9/19/2022
ENCORE GX 9BUB                ,6,13,24,10,17,30,23,25,21,0,0,0,9/20/2022,9/19/2022
ENCORE G1UB                   ,6,20,13,38,28,24,39,21,10,0,0,0,9/20/2022,9/19/2022
ENVISION E2UB                 ,4,4,20,31,13,10,10,44,28,0,0,0,9/20/2022,9/19/2022
EQUINOX D2UC                  ,191,328,517,485,430,558,431,467,212,0,0,0,9/20/2022,9/19/2022
ESCALADE ESV T1YLF            ,10,7,9,16,4,6,8,3,9,0,0,0,9/20/2022,9/19/2022
ESCALADE T1ULF                ,7,7,1,4,3,5,7,13,3,0,0,0,9/20/2022,9/19/2022
EXPRESS VAN 610               ,511,642,722,682,1071,1391,1277,1624,785,0,0,0,9/20/2022,9/19/2022
LCF DSL-JP I-700N             ,8,21,12,17,5,3,11,3,1,0,0,0,9/20/2022,9/19/2022
LCF GAS-US I-700N             ,129,117,165,127,84,119,83,82,34,0,0,0,9/20/2022,9/19/2022
LCF 6500XD I-700N             ,0,1,2,1,3,1,1,7,4,0,0,0,9/20/2022,9/19/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2022,9/19/2022
MALIBU E2SC                   ,84,54,46,26,46,33,38,351,168,0,0,0,9/20/2022,9/19/2022
PICKUP-E BEV BT1FG            ,0,0,1,1,1,1,0,0,0,0,0,0,9/20/2022,9/19/2022
SAVANA VAN 610                ,58,87,120,130,208,256,339,325,195,0,0,0,9/20/2022,9/19/2022
SIERRA T1CGF LD CREW          ,368,392,316,315,302,305,252,456,256,0,0,0,9/20/2022,9/19/2022
SIERRA T1CGH HD CREW          ,227,326,461,490,528,496,408,448,174,0,0,0,9/20/2022,9/19/2022
SIERRA T1EGF LD DBL           ,89,105,76,103,121,85,31,31,19,0,0,0,9/20/2022,9/19/2022
SIERRA T1EGH HD DBL           ,35,100,172,169,203,231,197,158,50,0,0,0,9/20/2022,9/19/2022
SIERRA T1RGF LD REG           ,54,71,94,109,66,35,16,24,22,0,0,0,9/20/2022,9/19/2022
SIERRA T1RGH HD REG           ,39,72,109,157,165,251,210,281,90,0,0,0,9/20/2022,9/19/2022
SILVERADO T1CCF LD CREW       ,1066,1346,1554,1641,1494,1563,1165,1455,814,0,0,0,9/20/2022,9/19/2022
SILVERADO T1CCH HD CREW       ,482,657,1004,1180,1411,1448,1507,1892,751,0,0,0,9/20/2022,9/19/2022
SILVERADO T1ECF LD DBL        ,48,157,288,134,135,80,90,166,56,0,0,0,9/20/2022,9/19/2022
SILVERADO T1ECH HD DBL        ,116,193,365,343,301,283,302,287,122,0,0,0,9/20/2022,9/19/2022
SILVERADO T1RCF LD REG        ,28,64,232,221,137,112,84,69,26,0,0,0,9/20/2022,9/19/2022
SILVERADO T1RCH HD REG        ,166,187,271,225,184,119,123,114,42,0,0,0,9/20/2022,9/19/2022
SILVERADO 4500/5500           ,200,252,268,233,221,187,183,236,94,0,0,0,9/20/2022,9/19/2022
SPARK M2JC                    ,1,0,0,4,9,22,39,46,7,0,0,0,9/20/2022,9/19/2022
SUBURBAN T1YCF                ,40,52,87,62,76,102,85,119,43,0,0,0,9/20/2022,9/19/2022
TAHOE T1UCF                   ,89,111,88,107,94,109,154,155,72,0,0,0,9/20/2022,9/19/2022
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,87,0,0,0,9/20/2022,9/19/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,17,0,0,0,9/20/2022,9/19/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,78,0,0,0,9/20/2022,9/19/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/20/2022,9/19/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,31,0,0,0,9/20/2022,9/19/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/20/2022,9/19/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,0,0,0,0,9/20/2022,9/19/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,5,0,0,0,9/20/2022,9/19/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,1,0,0,0,9/20/2022,9/19/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,59,26,0,0,0,9/20/2022,9/19/2022
YUKON XL T1YGF                ,57,41,40,47,35,44,53,57,35,0,0,0,9/20/2022,9/19/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,29,0,0,0,9/21/2022,9/20/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/21/2022,9/20/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,23,0,0,0,9/21/2022,9/20/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,3,0,0,0,9/21/2022,9/20/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,15,0,0,0,9/21/2022,9/20/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,0,0,0,0,9/21/2022,9/20/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,5,0,0,0,9/21/2022,9/20/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/21/2022,9/20/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,36,0,0,0,9/21/2022,9/20/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/21/2022,9/20/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,355,195,0,0,0,9/21/2022,9/20/2022
CORVETTE Y200                 ,3,1,1,1,1,3,3,4,2,0,0,0,9/21/2022,9/20/2022
CT4 A2SL                      ,0,2,0,2,3,2,4,1,0,0,0,0,9/21/2022,9/20/2022
CT5 A2LL                      ,0,2,1,1,1,4,0,2,2,0,0,0,9/21/2022,9/20/2022
ENCLAVE C1YB                  ,1,15,21,23,40,45,36,60,16,0,0,0,9/21/2022,9/20/2022
ENCORE GX 9BUB                ,6,13,24,10,17,30,23,25,24,0,0,0,9/21/2022,9/20/2022
ENCORE G1UB                   ,6,20,13,38,28,24,39,21,12,0,0,0,9/21/2022,9/20/2022
ENVISION E2UB                 ,4,4,20,31,13,10,10,44,37,0,0,0,9/21/2022,9/20/2022
EQUINOX D2UC                  ,191,328,517,485,430,558,431,467,237,0,0,0,9/21/2022,9/20/2022
ESCALADE ESV T1YLF            ,10,7,9,16,4,6,8,3,9,0,0,0,9/21/2022,9/20/2022
ESCALADE T1ULF                ,7,7,1,4,3,5,7,13,4,0,0,0,9/21/2022,9/20/2022
EXPRESS VAN 610               ,511,642,722,682,1070,1391,1277,1623,826,0,0,0,9/21/2022,9/20/2022
LCF DSL-JP I-700N             ,8,21,12,17,5,3,11,3,2,0,0,0,9/21/2022,9/20/2022
LCF GAS-US I-700N             ,129,117,165,127,84,119,83,82,38,0,0,0,9/21/2022,9/20/2022
LCF 6500XD I-700N             ,0,1,2,1,3,1,1,7,4,0,0,0,9/21/2022,9/20/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,4,0,0,0,9/21/2022,9/20/2022
MALIBU E2SC                   ,84,54,46,26,46,33,38,351,176,0,0,0,9/21/2022,9/20/2022
PICKUP-E BEV BT1FG            ,0,0,1,1,1,1,0,0,0,0,0,0,9/21/2022,9/20/2022
SAVANA VAN 610                ,58,87,120,130,208,256,339,325,202,0,0,0,9/21/2022,9/20/2022
SIERRA T1CGF LD CREW          ,368,392,316,315,302,305,252,456,262,0,0,0,9/21/2022,9/20/2022
SIERRA T1CGH HD CREW          ,227,326,461,490,528,496,408,448,183,0,0,0,9/21/2022,9/20/2022
SIERRA T1EGF LD DBL           ,89,105,76,103,121,85,31,31,19,0,0,0,9/21/2022,9/20/2022
SIERRA T1EGH HD DBL           ,35,100,172,169,203,231,197,158,51,0,0,0,9/21/2022,9/20/2022
SIERRA T1RGF LD REG           ,54,71,94,109,66,35,16,24,22,0,0,0,9/21/2022,9/20/2022
SIERRA T1RGH HD REG           ,39,72,109,157,165,251,210,281,96,0,0,0,9/21/2022,9/20/2022
SILVERADO T1CCF LD CREW       ,1066,1346,1554,1641,1494,1563,1165,1455,861,0,0,0,9/21/2022,9/20/2022
SILVERADO T1CCH HD CREW       ,482,657,1004,1181,1411,1448,1507,1892,792,0,0,0,9/21/2022,9/20/2022
SILVERADO T1ECF LD DBL        ,48,157,288,134,135,80,90,166,60,0,0,0,9/21/2022,9/20/2022
SILVERADO T1ECH HD DBL        ,116,193,365,343,301,283,302,287,132,0,0,0,9/21/2022,9/20/2022
SILVERADO T1RCF LD REG        ,28,64,232,221,137,112,84,69,25,0,0,0,9/21/2022,9/20/2022
SILVERADO T1RCH HD REG        ,166,187,271,225,184,119,124,114,48,0,0,0,9/21/2022,9/20/2022
SILVERADO 4500/5500           ,200,252,268,233,221,187,183,236,102,0,0,0,9/21/2022,9/20/2022
SPARK M2JC                    ,1,0,0,4,9,22,39,46,9,0,0,0,9/21/2022,9/20/2022
SUBURBAN T1YCF                ,40,52,87,62,76,102,85,119,45,0,0,0,9/21/2022,9/20/2022
TAHOE T1UCF                   ,89,111,88,107,94,109,154,155,79,0,0,0,9/21/2022,9/20/2022
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,114,0,0,0,9/21/2022,9/20/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,17,0,0,0,9/21/2022,9/20/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,85,0,0,0,9/21/2022,9/20/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/21/2022,9/20/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,31,0,0,0,9/21/2022,9/20/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/21/2022,9/20/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,3,0,0,0,9/21/2022,9/20/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,5,0,0,0,9/21/2022,9/20/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,1,0,0,0,9/21/2022,9/20/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,59,28,0,0,0,9/21/2022,9/20/2022
YUKON XL T1YGF                ,57,41,40,47,35,44,53,56,35,0,0,0,9/21/2022,9/20/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,30,0,0,0,9/22/2022,9/21/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/22/2022,9/21/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,31,0,0,0,9/22/2022,9/21/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,4,0,0,0,9/22/2022,9/21/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,15,0,0,0,9/22/2022,9/21/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,0,0,0,0,9/22/2022,9/21/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,5,0,0,0,9/22/2022,9/21/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/22/2022,9/21/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,41,0,0,0,9/22/2022,9/21/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/22/2022,9/21/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,355,204,0,0,0,9/22/2022,9/21/2022
CORVETTE Y200                 ,3,1,1,1,1,3,3,4,2,0,0,0,9/22/2022,9/21/2022
CT4 A2SL                      ,0,2,0,2,3,2,4,1,0,0,0,0,9/22/2022,9/21/2022
CT5 A2LL                      ,0,2,1,1,1,4,0,2,3,0,0,0,9/22/2022,9/21/2022
ENCLAVE C1YB                  ,1,15,21,23,40,45,36,60,17,0,0,0,9/22/2022,9/21/2022
ENCORE GX 9BUB                ,6,13,24,10,17,30,23,25,29,0,0,0,9/22/2022,9/21/2022
ENCORE G1UB                   ,6,20,13,38,28,24,39,21,14,0,0,0,9/22/2022,9/21/2022
ENVISION E2UB                 ,4,4,20,31,13,10,10,44,39,0,0,0,9/22/2022,9/21/2022
EQUINOX D2UC                  ,191,328,517,485,430,558,431,467,245,0,0,0,9/22/2022,9/21/2022
ESCALADE ESV T1YLF            ,10,7,9,16,4,6,8,3,11,0,0,0,9/22/2022,9/21/2022
ESCALADE T1ULF                ,7,7,1,4,3,5,7,13,5,0,0,0,9/22/2022,9/21/2022
EXPRESS VAN 610               ,511,642,722,682,1067,1391,1277,1623,897,0,0,0,9/22/2022,9/21/2022
LCF DSL-JP I-700N             ,8,21,12,17,5,3,11,3,3,0,0,0,9/22/2022,9/21/2022
LCF GAS-US I-700N             ,129,117,165,127,84,119,83,82,54,0,0,0,9/22/2022,9/21/2022
LCF 6500XD I-700N             ,0,1,2,1,3,1,1,7,4,0,0,0,9/22/2022,9/21/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,4,0,0,0,9/22/2022,9/21/2022
MALIBU E2SC                   ,84,54,46,26,46,33,38,351,180,0,0,0,9/22/2022,9/21/2022
PICKUP-E BEV BT1FG            ,0,0,1,1,1,1,0,0,0,0,0,0,9/22/2022,9/21/2022
SAVANA VAN 610                ,58,87,120,130,208,256,339,325,221,0,0,0,9/22/2022,9/21/2022
SIERRA T1CGF LD CREW          ,368,392,316,315,302,305,252,456,269,0,0,0,9/22/2022,9/21/2022
SIERRA T1CGH HD CREW          ,227,326,461,490,528,496,408,448,186,0,0,0,9/22/2022,9/21/2022
SIERRA T1EGF LD DBL           ,89,105,76,103,121,85,31,31,21,0,0,0,9/22/2022,9/21/2022
SIERRA T1EGH HD DBL           ,35,100,172,169,203,231,197,158,59,0,0,0,9/22/2022,9/21/2022
SIERRA T1RGF LD REG           ,54,71,94,109,66,35,16,24,23,0,0,0,9/22/2022,9/21/2022
SIERRA T1RGH HD REG           ,39,72,109,157,165,251,210,281,98,0,0,0,9/22/2022,9/21/2022
SILVERADO T1CCF LD CREW       ,1066,1346,1554,1641,1494,1563,1165,1453,934,0,0,0,9/22/2022,9/21/2022
SILVERADO T1CCH HD CREW       ,482,657,1004,1181,1411,1448,1507,1892,834,0,0,0,9/22/2022,9/21/2022
SILVERADO T1ECF LD DBL        ,48,157,288,134,135,80,90,166,67,0,0,0,9/22/2022,9/21/2022
SILVERADO T1ECH HD DBL        ,116,193,365,343,301,283,302,286,138,0,0,0,9/22/2022,9/21/2022
SILVERADO T1RCF LD REG        ,28,64,232,221,137,112,84,69,25,0,0,0,9/22/2022,9/21/2022
SILVERADO T1RCH HD REG        ,166,187,271,225,184,119,124,116,48,0,0,0,9/22/2022,9/21/2022
SILVERADO 4500/5500           ,200,252,268,233,221,187,183,236,112,0,0,0,9/22/2022,9/21/2022
SPARK M2JC                    ,1,0,0,4,9,22,39,46,10,0,0,0,9/22/2022,9/21/2022
SUBURBAN T1YCF                ,40,52,87,62,76,102,85,119,48,0,0,0,9/22/2022,9/21/2022
TAHOE T1UCF                   ,89,111,88,107,94,109,154,155,85,0,0,0,9/22/2022,9/21/2022
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,119,0,0,0,9/22/2022,9/21/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,17,0,0,0,9/22/2022,9/21/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,90,0,0,0,9/22/2022,9/21/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/22/2022,9/21/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,34,0,0,0,9/22/2022,9/21/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/22/2022,9/21/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,3,0,0,0,9/22/2022,9/21/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,5,0,0,0,9/22/2022,9/21/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,1,0,0,0,9/22/2022,9/21/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,59,28,0,0,0,9/22/2022,9/21/2022
YUKON XL T1YGF                ,57,41,40,47,35,44,53,56,37,0,0,0,9/22/2022,9/21/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,32,0,0,0,9/23/2022,9/22/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2022,9/22/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,32,0,0,0,9/23/2022,9/22/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,4,0,0,0,9/23/2022,9/22/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,15,0,0,0,9/23/2022,9/22/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,1,0,0,0,9/23/2022,9/22/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,5,0,0,0,9/23/2022,9/22/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2022,9/22/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,47,0,0,0,9/23/2022,9/22/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2022,9/22/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,355,220,0,0,0,9/23/2022,9/22/2022
CORVETTE Y200                 ,3,1,1,1,1,3,3,4,2,0,0,0,9/23/2022,9/22/2022
CT4 A2SL                      ,0,2,0,2,3,2,4,1,0,0,0,0,9/23/2022,9/22/2022
CT5 A2LL                      ,0,2,1,1,1,4,0,2,3,0,0,0,9/23/2022,9/22/2022
ENCLAVE C1YB                  ,1,15,21,23,40,45,36,60,18,0,0,0,9/23/2022,9/22/2022
ENCORE GX 9BUB                ,6,13,24,10,17,30,23,25,30,0,0,0,9/23/2022,9/22/2022
ENCORE G1UB                   ,6,20,13,38,28,24,39,21,14,0,0,0,9/23/2022,9/22/2022
ENVISION E2UB                 ,4,4,20,31,13,10,10,44,39,0,0,0,9/23/2022,9/22/2022
EQUINOX D2UC                  ,191,328,517,485,430,558,431,467,256,0,0,0,9/23/2022,9/22/2022
ESCALADE ESV T1YLF            ,10,7,9,16,4,6,8,3,11,0,0,0,9/23/2022,9/22/2022
ESCALADE T1ULF                ,7,7,1,4,3,5,7,13,5,0,0,0,9/23/2022,9/22/2022
EXPRESS VAN 610               ,511,642,722,682,1067,1391,1277,1622,940,0,0,0,9/23/2022,9/22/2022
LCF DSL-JP I-700N             ,8,21,12,17,5,3,11,3,3,0,0,0,9/23/2022,9/22/2022
LCF GAS-US I-700N             ,129,117,165,127,84,119,83,82,54,0,0,0,9/23/2022,9/22/2022
LCF 6500XD I-700N             ,0,1,2,1,3,1,1,7,5,0,0,0,9/23/2022,9/22/2022
LYRIQ L233                    ,0,0,0,0,0,0,0,0,4,0,0,0,9/23/2022,9/22/2022
MALIBU E2SC                   ,84,54,46,26,46,33,38,351,184,0,0,0,9/23/2022,9/22/2022
PICKUP-E BEV BT1FG            ,0,0,1,1,1,1,0,0,0,0,0,0,9/23/2022,9/22/2022
SAVANA VAN 610                ,58,87,120,130,208,256,339,325,229,0,0,0,9/23/2022,9/22/2022
SIERRA T1CGF LD CREW          ,368,392,316,315,302,305,252,456,282,0,0,0,9/23/2022,9/22/2022
SIERRA T1CGH HD CREW          ,227,326,461,490,528,496,408,448,195,0,0,0,9/23/2022,9/22/2022
SIERRA T1EGF LD DBL           ,89,105,76,103,121,85,31,31,22,0,0,0,9/23/2022,9/22/2022
SIERRA T1EGH HD DBL           ,35,100,172,169,203,231,197,158,60,0,0,0,9/23/2022,9/22/2022
SIERRA T1RGF LD REG           ,54,71,94,109,66,35,16,24,24,0,0,0,9/23/2022,9/22/2022
SIERRA T1RGH HD REG           ,39,72,109,157,165,251,210,280,97,0,0,0,9/23/2022,9/22/2022
SILVERADO T1CCF LD CREW       ,1066,1346,1554,1641,1494,1563,1165,1453,990,0,0,0,9/23/2022,9/22/2022
SILVERADO T1CCH HD CREW       ,482,657,1004,1181,1411,1448,1507,1891,902,0,0,0,9/23/2022,9/22/2022
SILVERADO T1ECF LD DBL        ,48,157,288,134,135,80,90,166,73,0,0,0,9/23/2022,9/22/2022
SILVERADO T1ECH HD DBL        ,116,193,365,343,301,283,302,285,151,0,0,0,9/23/2022,9/22/2022
SILVERADO T1RCF LD REG        ,28,64,232,221,137,112,84,69,25,0,0,0,9/23/2022,9/22/2022
SILVERADO T1RCH HD REG        ,166,187,271,225,184,119,124,115,54,0,0,0,9/23/2022,9/22/2022
SILVERADO 4500/5500           ,200,252,268,233,221,187,183,236,128,0,0,0,9/23/2022,9/22/2022
SPARK M2JC                    ,1,0,0,4,9,22,39,46,10,0,0,0,9/23/2022,9/22/2022
SUBURBAN T1YCF                ,40,52,87,62,76,102,85,119,47,0,0,0,9/23/2022,9/22/2022
TAHOE T1UCF                   ,89,111,88,107,94,109,154,155,91,0,0,0,9/23/2022,9/22/2022
TERRAIN D2UG                  ,73,75,126,85,87,85,102,169,125,0,0,0,9/23/2022,9/22/2022
TRAILBLAZER 9BYC              ,-10,4,9,11,13,36,15,30,18,0,0,0,9/23/2022,9/22/2022
TRAVERSE C1YC                 ,102,86,92,103,93,87,101,101,97,0,0,0,9/23/2022,9/22/2022
TRAX G1UC                     ,2,0,0,0,0,0,0,0,0,0,0,0,9/23/2022,9/22/2022
TRAX-K G1UC                   ,19,44,43,44,53,73,62,57,36,0,0,0,9/23/2022,9/22/2022
VAN-E LCV BV1HX               ,0,0,0,0,0,0,0,0,0,0,0,0,9/23/2022,9/22/2022
XT4 E2UL                      ,0,3,1,2,7,15,6,5,3,0,0,0,9/23/2022,9/22/2022
XT5 C1UL                      ,12,6,92,97,73,60,76,143,5,0,0,0,9/23/2022,9/22/2022
XT6 C1TL                      ,0,2,0,-1,5,9,5,4,1,0,0,0,9/23/2022,9/22/2022
YUKON T1UGF                   ,60,46,91,48,46,58,64,59,30,0,0,0,9/23/2022,9/22/2022
YUKON XL T1YGF                ,57,41,40,47,35,44,53,56,38,0,0,0,9/23/2022,9/22/2022
ACADIA C1UG                   ,8,0,25,36,32,79,98,60,33,0,0,0,9/24/2022,9/23/2022
AV A110                       ,0,0,0,0,0,0,0,0,0,0,0,0,9/24/2022,9/23/2022
BLAZER C1UC                   ,23,27,21,32,29,27,38,45,34,0,0,0,9/24/2022,9/23/2022
BOLT C110                     ,0,0,0,2,0,12,3,-7,4,0,0,0,9/24/2022,9/23/2022
BOLT EUV C121                 ,0,0,4,5,6,4,12,25,15,0,0,0,9/24/2022,9/23/2022
CAMARO A1AC CONV              ,0,2,1,0,0,2,0,0,1,0,0,0,9/24/2022,9/23/2022
CAMARO A1BC COUPE             ,1,1,0,3,3,0,6,8,5,0,0,0,9/24/2022,9/23/2022
CANYON 31CG2                  ,0,0,0,0,0,0,0,0,0,0,0,0,9/24/2022,9/23/2022
CANYON 31XGN                  ,47,44,40,64,54,59,64,90,49,0,0,0,9/24/2022,9/23/2022
COLORADO 31CC2                ,0,0,0,0,0,0,0,0,0,0,0,0,9/24/2022,9/23/2022
COLORADO 31XCN                ,282,206,204,206,231,342,291,355,234,0,0,0,9/24/2022,9/23/2022
