"DSC_CTY"|"COD_DAY"|"SHT_COD_MNT"|"DSC_ENG_GRP_RNV"|"DSC_OPR_REG"|QTY_LIC_DAY
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Parana"|391
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Fortaleza"|154
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Belo horizonte"|679
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Belem"|288
"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Interior paulista a"|463
"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Espirito santo"|145
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|147
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Fortaleza"|178
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Espirito santo"|9
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Belo horizonte"|1736
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|227
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Santa catarina"|49
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Sao paulo"|59
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Interior mg"|25
"BRAZIL"|"2023-12-01"|"12"|"TRUCKS"|"Sao paulo"|46
"BRAZIL"|"2023-12-01"|"12"|"BUS"|"Interior mg"|3
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Belem"|23
"BRAZIL"|"2023-12-03"|"12"|"LIGHT COMMERCIAL"|"Belem"|1
"BRAZIL"|"2023-12-03"|"12"|"PASSENGER"|"Interior paulista a"|2
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Fortaleza"|13
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Santa catarina"|9
"BRAZIL"|"2023-12-04"|"12"|"BUS"|"Santa catarina"|1
"BRAZIL"|"2023-12-02"|"12"|"TRUCKS"|"Recife"|2
"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|1
"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Parana"|4
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Fortaleza"|1
"BRAZIL"|"2023-11-30"|"11"|"BUS"|"Interior mg"|2
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Belem"|4
"BRAZIL"|"2023-11-15"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|1
"BRAZIL"|"2023-11-23"|"11"|"BUS"|"Recife"|1
"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|104
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Porto alegre"|26
"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Recife"|1056
"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Interior mg"|354
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Brasilia"|85
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Interior paulista b"|444
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Recife"|55
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Centro oeste"|52
"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|150
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Espirito santo"|147
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Fortaleza"|19
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Sao paulo"|10
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Belo horizonte"|16
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Belem"|257
"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Fortaleza"|440
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Fortaleza"|100
"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Parana"|1385
"BRAZIL"|"2023-11-22"|"11"|"TRUCKS"|"Interior paulista a"|32
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Interior paulista b"|291
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Recife"|188
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Santa catarina"|364
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Interior paulista b"|319
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Interior paulista b"|246
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Rio de janeiro"|279
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Interior paulista b"|535
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|157
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Sao paulo"|1351
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|181
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Sao paulo"|2650
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Parana"|369
"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Recife"|1339
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Interior paulista a"|357
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|55
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Espirito santo"|163
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Rio de janeiro"|359
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|169
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Fortaleza"|259
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Santa catarina"|311
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Interior paulista a"|455
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Belem"|170
"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Santa catarina"|261
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Rio de janeiro"|386
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|146
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Porto alegre"|442
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Interior paulista b"|129
"BRAZIL"|"2023-11-11"|"11"|"TRUCKS"|"Interior paulista b"|6
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|176
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Belem"|103
"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|123
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Recife"|765
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|82
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Recife"|635
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Santa catarina"|363
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Santa catarina"|326
"BRAZIL"|"2023-11-22"|"11"|"TRUCKS"|"Recife"|53
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|141
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Interior paulista b"|21
"BRAZIL"|"2023-11-13"|"11"|"BUS"|"Rio de janeiro"|7
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|117
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Interior paulista b"|452
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Espirito santo"|136
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Fortaleza"|207
"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Parana"|132
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Porto alegre"|31
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Sao paulo"|28
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Espirito santo"|184
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|104
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Rio de janeiro"|386
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Recife"|241
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Interior mg"|216
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|52
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Parana"|172
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Brasilia"|228
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Espirito santo"|37
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Belem"|189
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Sao paulo"|36
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Fortaleza"|11
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Parana"|139
"BRAZIL"|"2023-11-11"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|15
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Belem"|35
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Espirito santo"|132
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Espirito santo"|232
"BRAZIL"|"2023-11-18"|"11"|"PASSENGER"|"Recife"|11
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Parana"|400
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Belo horizonte"|1815
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Fortaleza"|14
"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|30
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|182
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Centro oeste"|66
"BRAZIL"|"2023-11-07"|"11"|"TRUCKS"|"Interior paulista a"|48
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Espirito santo"|77
"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Belem"|302
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|268
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|45
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|53
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Fortaleza"|272
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|150
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|132
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|210
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Espirito santo"|3
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|88
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|66
"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Brasilia"|188
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Parana"|55
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|99
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|377
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Porto alegre"|22
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Belem"|50
"BRAZIL"|"2023-11-09"|"11"|"TRUCKS"|"Sao paulo"|52
"BRAZIL"|"2023-11-07"|"11"|"TRUCKS"|"Interior mg"|26
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Brasilia"|146
"BRAZIL"|"2023-11-22"|"11"|"TRUCKS"|"Sao paulo"|47
"BRAZIL"|"2023-11-17"|"11"|"TRUCKS"|"Espirito santo"|8
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Brasilia"|175
"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|480
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|122
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Centro oeste"|42
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Belem"|45
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Sao paulo"|32
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Parana"|44
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Fortaleza"|10
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|74
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Interior mg"|24
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Interior mg"|21
"BRAZIL"|"2023-11-18"|"11"|"PASSENGER"|"Interior paulista a"|82
"BRAZIL"|"2023-11-22"|"11"|"BUS"|"Interior paulista a"|19
"BRAZIL"|"2023-11-17"|"11"|"TRUCKS"|"Sao paulo"|49
"BRAZIL"|"2023-11-22"|"11"|"TRUCKS"|"Fortaleza"|17
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Recife"|28
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Belo horizonte"|14
"BRAZIL"|"2023-11-18"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|5
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Interior paulista a"|2
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Fortaleza"|16
"BRAZIL"|"2023-11-10"|"11"|"TRUCKS"|"Rio de janeiro"|18
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Brasilia"|8
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Recife"|4
"BRAZIL"|"2023-11-27"|"11"|"BUS"|"Brasilia"|6
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Interior mg"|2
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Parana"|50
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Fortaleza"|3
"BRAZIL"|"2023-11-09"|"11"|"BUS"|"Recife"|9
"BRAZIL"|"2023-11-11"|"11"|"TRUCKS"|"Centro oeste"|8
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Parana"|21
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Brasilia"|7
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Espirito santo"|11
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Rio de janeiro"|14
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Belo horizonte"|25
"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Interior paulista b"|18
"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Belem"|18
"BRAZIL"|"2023-11-09"|"11"|"BUS"|"Interior paulista a"|6
"BRAZIL"|"2023-11-18"|"11"|"LIGHT COMMERCIAL"|"Belem"|4
"BRAZIL"|"2023-11-09"|"11"|"BUS"|"Centro oeste"|9
"BRAZIL"|"2023-11-23"|"11"|"BUS"|"Belem"|5
"BRAZIL"|"2023-11-25"|"11"|"LIGHT COMMERCIAL"|"Belem"|3
"BRAZIL"|"2023-11-18"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|4
"BRAZIL"|"2023-11-22"|"11"|"BUS"|"Recife"|3
"BRAZIL"|"2023-11-24"|"11"|"BUS"|"Sao paulo"|10
"BRAZIL"|"2023-11-02"|"11"|"PASSENGER"|"Porto alegre"|1
"BRAZIL"|"2023-11-21"|"11"|"BUS"|"Belo horizonte"|11
"BRAZIL"|"2023-11-15"|"11"|"PASSENGER"|"Parana"|7
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Interior paulista b"|8
"BRAZIL"|"2023-11-25"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|5
"BRAZIL"|"2023-11-28"|"11"|"BUS"|"Espirito santo"|1
"BRAZIL"|"2023-11-16"|"11"|"BUS"|"Interior paulista a"|4
"BRAZIL"|"2023-11-23"|"11"|"BUS"|"Centro oeste"|2
"BRAZIL"|"2023-11-22"|"11"|"BUS"|"Parana"|2
"BRAZIL"|"2023-11-01"|"11"|"BUS"|"Interior paulista a"|3
"BRAZIL"|"2023-11-25"|"11"|"TRUCKS"|"Parana"|1
"BRAZIL"|"2023-11-25"|"11"|"LIGHT COMMERCIAL"|"Parana"|2
"BRAZIL"|"2023-11-30"|"11"|"BUS"|"Porto alegre"|3
"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Rio de janeiro"|2
"BRAZIL"|"2023-11-04"|"11"|"TRUCKS"|"Santa catarina"|2
"BRAZIL"|"2023-11-15"|"11"|"PASSENGER"|"Santa catarina"|3
"BRAZIL"|"2023-11-06"|"11"|"BUS"|"Brasilia"|1
"BRAZIL"|"2023-11-09"|"11"|"BUS"|"Belo horizonte"|1
"BRAZIL"|"2023-11-30"|"11"|"BUS"|"Sao paulo"|9
"BRAZIL"|"2023-12-09"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|20
"BRAZIL"|"2023-12-09"|"12"|"TRUCKS"|"Interior paulista a"|6
"BRAZIL"|"2023-12-09"|"12"|"TRUCKS"|"Sao paulo"|8
"BRAZIL"|"2023-12-09"|"12"|"LIGHT COMMERCIAL"|"Brasilia"|1
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Brasilia"|264
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Recife"|831
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Parana"|80
"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|93
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Centro oeste"|38
"BRAZIL"|"2023-12-05"|"12"|"BUS"|"Belem"|2
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Centro oeste"|63
"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Sao paulo"|680
"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Centro oeste"|554
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Recife"|65
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Santa catarina"|33
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Sao paulo"|76
"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Interior paulista b"|415
"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|98
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Santa catarina"|58
"BRAZIL"|"2023-10-31"|"10"|"TRUCKS"|"Belem"|40
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Belo horizonte"|886
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Sao paulo"|1762
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Interior paulista b"|44
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Sao paulo"|74
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Santa catarina"|386
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Belem"|144
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Fortaleza"|57
"BRAZIL"|"2023-12-08"|"12"|"TRUCKS"|"Brasilia"|4
"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|44
"BRAZIL"|"2023-12-08"|"12"|"BUS"|"Espirito santo"|3
"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Parana"|169
"BRAZIL"|"2023-10-31"|"10"|"TRUCKS"|"Belo horizonte"|6
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Sao paulo"|1
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Brasilia"|4
"BRAZIL"|"2023-12-12"|"12"|"BUS"|"Belo horizonte"|2
"BRAZIL"|"2023-12-14"|"12"|"BUS"|"Porto alegre"|7
"BRAZIL"|"2023-12-08"|"12"|"BUS"|"Interior mg"|2
"BRAZIL"|"2023-12-12"|"12"|"BUS"|"Espirito santo"|1
"BRAZIL"|"2023-12-08"|"12"|"BUS"|"Interior paulista b"|1
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Interior paulista b"|22
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Interior paulista a"|359
"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|93
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Santa catarina"|317
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Interior mg"|169
"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|112
"BRAZIL"|"2023-12-11"|"12"|"LIGHT COMMERCIAL"|"Belem"|157
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Recife"|38
"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Interior paulista b"|361
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Parana"|111
"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Santa catarina"|415
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|312
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Interior mg"|112
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Brasilia"|68
"BRAZIL"|"2023-12-01"|"12"|"BUS"|"Brasilia"|3
"BRAZIL"|"2023-12-01"|"12"|"TRUCKS"|"Santa catarina"|38
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|85
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Interior mg"|203
"BRAZIL"|"2023-12-04"|"12"|"PASSENGER"|"Espirito santo"|137
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Interior mg"|19
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Santa catarina"|61
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Espirito santo"|120
"BRAZIL"|"2023-12-11"|"12"|"BUS"|"Porto alegre"|8
"BRAZIL"|"2023-12-04"|"12"|"TRUCKS"|"Interior paulista a"|10
"BRAZIL"|"2023-12-11"|"12"|"BUS"|"Sao paulo"|1
"BRAZIL"|"2023-12-11"|"12"|"BUS"|"Interior paulista a"|7
"BRAZIL"|"2023-12-01"|"12"|"TRUCKS"|"Belo horizonte"|3
"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Sao paulo"|554
"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Interior paulista b"|82
"BRAZIL"|"2023-12-02"|"12"|"TRUCKS"|"Sao paulo"|1
"BRAZIL"|"2023-11-25"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|1
"BRAZIL"|"2023-11-10"|"11"|"BUS"|"Fortaleza"|3
"BRAZIL"|"2023-11-15"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|1
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Belo horizonte"|3
"BRAZIL"|"2023-11-26"|"11"|"PASSENGER"|"Interior paulista b"|1
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Fortaleza"|232
"BRAZIL"|"2023-12-07"|"12"|"LIGHT COMMERCIAL"|"Parana"|235
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Interior paulista a"|502
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Parana"|516
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Recife"|715
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Centro oeste"|508
"BRAZIL"|"2023-10-31"|"10"|"PASSENGER"|"Sao paulo"|2020
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Belo horizonte"|363
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Belo horizonte"|3063
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Recife"|895
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Espirito santo"|174
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Porto alegre"|442
"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|165
"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|50
"BRAZIL"|"2023-12-06"|"12"|"BUS"|"Interior paulista b"|9
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Brasilia"|4
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Recife"|32
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Rio de janeiro"|51
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Belem"|33
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Brasilia"|2
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Recife"|4
"BRAZIL"|"2023-10-31"|"10"|"BUS"|"Interior paulista a"|12
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Parana"|175
"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Santa catarina"|366
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Interior paulista b"|219
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Centro oeste"|371
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Recife"|662
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|65
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Belem"|502
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Belem"|220
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Parana"|705
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Interior paulista b"|254
"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Interior paulista a"|54
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|217
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Recife"|262
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Centro oeste"|521
"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Belo horizonte"|4867
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Santa catarina"|237
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Interior mg"|212
"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Parana"|1047
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Interior paulista b"|310
"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Parana"|501
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Santa catarina"|309
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Interior paulista b"|38
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Recife"|697
