"DSC_CTY"|"COD_DAY"|"SHT_COD_MNT"|"DSC_ENG_GRP_RNV"|"DSC_OPR_REG"|QTY_LIC_DAY
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Sao paulo"|1141
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Brasilia"|374
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|145
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Belo horizonte"|2480
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|157
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Recife"|36
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Parana"|147
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Centro oeste"|70
"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Interior mg"|152
"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Centro oeste"|245
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Recife"|214
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Rio de janeiro"|447
"BRAZIL"|"2023-11-30"|"11"|"BUS"|"Fortaleza"|1
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Parana"|385
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Parana"|131
"BRAZIL"|"2023-11-20"|"11"|"BUS"|"Recife"|4
"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|575
"BRAZIL"|"2023-11-07"|"11"|"PASSENGER"|"Belo horizonte"|991
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Brasilia"|238
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Interior paulista a"|54
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|131
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|112
"BRAZIL"|"2023-11-13"|"11"|"BUS"|"Recife"|10
"BRAZIL"|"2023-11-25"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|30
"BRAZIL"|"2023-11-21"|"11"|"TRUCKS"|"Santa catarina"|44
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Rio de janeiro"|22
"BRAZIL"|"2023-11-09"|"11"|"TRUCKS"|"Interior paulista b"|28
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|370
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|30
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|141
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Belem"|40
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Fortaleza"|36
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Santa catarina"|28
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|145
"BRAZIL"|"2023-11-30"|"11"|"BUS"|"Rio de janeiro"|4
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|30
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|48
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|73
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Sao paulo"|44
"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|111
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Interior mg"|22
"BRAZIL"|"2023-11-21"|"11"|"TRUCKS"|"Parana"|58
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Interior mg"|7
"BRAZIL"|"2023-11-02"|"11"|"PASSENGER"|"Interior paulista b"|4
"BRAZIL"|"2023-11-28"|"11"|"TRUCKS"|"Interior paulista a"|31
"BRAZIL"|"2023-11-27"|"11"|"TRUCKS"|"Parana"|36
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Sao paulo"|38
"BRAZIL"|"2023-11-02"|"11"|"PASSENGER"|"Sao paulo"|71
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Recife"|46
"BRAZIL"|"2023-11-05"|"11"|"PASSENGER"|"Centro oeste"|17
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Fortaleza"|146
"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|33
"BRAZIL"|"2023-11-22"|"11"|"TRUCKS"|"Rio de janeiro"|24
"BRAZIL"|"2023-11-20"|"11"|"TRUCKS"|"Interior mg"|19
"BRAZIL"|"2023-11-05"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|9
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Recife"|11
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Belo horizonte"|29
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Parana"|58
"BRAZIL"|"2023-11-21"|"11"|"TRUCKS"|"Belo horizonte"|11
"BRAZIL"|"2023-11-09"|"11"|"TRUCKS"|"Belem"|24
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|53
"BRAZIL"|"2023-11-10"|"11"|"BUS"|"Interior paulista a"|3
"BRAZIL"|"2023-11-25"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|17
"BRAZIL"|"2023-11-15"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|8
"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Belem"|7
"BRAZIL"|"2023-11-09"|"11"|"BUS"|"Interior paulista b"|10
"BRAZIL"|"2023-11-02"|"11"|"PASSENGER"|"Interior paulista a"|35
"BRAZIL"|"2023-11-17"|"11"|"TRUCKS"|"Santa catarina"|38
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Centro oeste"|30
"BRAZIL"|"2023-11-14"|"11"|"BUS"|"Rio de janeiro"|38
"BRAZIL"|"2023-11-10"|"11"|"BUS"|"Interior mg"|9
"BRAZIL"|"2023-11-03"|"11"|"TRUCKS"|"Brasilia"|3
"BRAZIL"|"2023-11-01"|"11"|"BUS"|"Centro oeste"|2
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Centro oeste"|50
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Rio de janeiro"|26
"BRAZIL"|"2023-11-06"|"11"|"BUS"|"Sao paulo"|29
"BRAZIL"|"2023-11-17"|"11"|"BUS"|"Interior paulista a"|6
"BRAZIL"|"2023-11-06"|"11"|"BUS"|"Centro oeste"|2
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Centro oeste"|38
"BRAZIL"|"2023-11-18"|"11"|"BUS"|"Interior paulista b"|1
"BRAZIL"|"2023-11-18"|"11"|"PASSENGER"|"Parana"|10
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Interior paulista a"|42
"BRAZIL"|"2023-11-16"|"11"|"BUS"|"Rio de janeiro"|24
"BRAZIL"|"2023-11-14"|"11"|"BUS"|"Interior mg"|1
"BRAZIL"|"2023-11-14"|"11"|"BUS"|"Belem"|14
"BRAZIL"|"2023-11-18"|"11"|"LIGHT COMMERCIAL"|"Recife"|2
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Espirito santo"|5
"BRAZIL"|"2023-11-09"|"11"|"BUS"|"Parana"|8
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Sao paulo"|7
"BRAZIL"|"2023-11-13"|"11"|"BUS"|"Parana"|5
"BRAZIL"|"2023-11-18"|"11"|"TRUCKS"|"Sao paulo"|1
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Parana"|5
"BRAZIL"|"2023-11-15"|"11"|"PASSENGER"|"Interior mg"|1
"BRAZIL"|"2023-11-25"|"11"|"LIGHT COMMERCIAL"|"Recife"|1
"BRAZIL"|"2023-11-26"|"11"|"TRUCKS"|"Centro oeste"|3
"BRAZIL"|"2023-11-20"|"11"|"TRUCKS"|"Belo horizonte"|4
"BRAZIL"|"2023-11-11"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|5
"BRAZIL"|"2023-11-06"|"11"|"BUS"|"Espirito santo"|1
"BRAZIL"|"2023-11-07"|"11"|"BUS"|"Santa catarina"|3
"BRAZIL"|"2023-11-04"|"11"|"PASSENGER"|"Centro oeste"|4
"BRAZIL"|"2023-11-24"|"11"|"BUS"|"Rio de janeiro"|22
"BRAZIL"|"2023-11-20"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|5
"BRAZIL"|"2023-11-08"|"11"|"BUS"|"Porto alegre"|1
"BRAZIL"|"2023-11-11"|"11"|"LIGHT COMMERCIAL"|"Parana"|1
"BRAZIL"|"2023-11-11"|"11"|"TRUCKS"|"Belem"|1
"BRAZIL"|"2023-11-15"|"11"|"TRUCKS"|"Porto alegre"|1
"BRAZIL"|"2023-11-14"|"11"|"BUS"|"Porto alegre"|4
"BRAZIL"|"2023-11-21"|"11"|"BUS"|"Sao paulo"|3
"BRAZIL"|"2023-11-29"|"11"|"BUS"|"Santa catarina"|2
"BRAZIL"|"2023-11-02"|"11"|"BUS"|"Centro oeste"|1
"BRAZIL"|"2023-12-09"|"12"|"PASSENGER"|"Sao paulo"|511
"BRAZIL"|"2023-12-09"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|1
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Interior paulista a"|611
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Sao paulo"|80
"BRAZIL"|"2023-12-05"|"12"|"PASSENGER"|"Santa catarina"|449
"BRAZIL"|"2023-12-05"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|254
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Santa catarina"|53
"BRAZIL"|"2023-12-05"|"12"|"TRUCKS"|"Fortaleza"|7
"BRAZIL"|"2023-12-05"|"12"|"BUS"|"Interior mg"|6
"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Interior paulista a"|376
"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|195
"BRAZIL"|"2023-12-08"|"12"|"TRUCKS"|"Parana"|50
"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Fortaleza"|183
"BRAZIL"|"2023-12-08"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|82
"BRAZIL"|"2023-12-08"|"12"|"PASSENGER"|"Belem"|67
"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Porto alegre"|344
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Recife"|226
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Parana"|299
"BRAZIL"|"2023-12-12"|"12"|"PASSENGER"|"Rio de janeiro"|336
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|132
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Porto alegre"|95
"BRAZIL"|"2023-12-12"|"12"|"TRUCKS"|"Interior mg"|24
"BRAZIL"|"2023-12-12"|"12"|"LIGHT COMMERCIAL"|"Rio de janeiro"|47
"BRAZIL"|"2023-12-12"|"12"|"BUS"|"Fortaleza"|1
"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Belem"|145
"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Sao paulo"|1579
"BRAZIL"|"2023-12-14"|"12"|"LIGHT COMMERCIAL"|"Interior paulista b"|191
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Sao paulo"|76
"BRAZIL"|"2023-12-14"|"12"|"PASSENGER"|"Parana"|721
"BRAZIL"|"2023-10-31"|"10"|"TRUCKS"|"Interior paulista a"|28
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Recife"|745
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Porto alegre"|372
"BRAZIL"|"2023-12-13"|"12"|"PASSENGER"|"Parana"|477
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|195
"BRAZIL"|"2023-12-13"|"12"|"TRUCKS"|"Recife"|41
"BRAZIL"|"2023-12-13"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|341
"BRAZIL"|"2023-12-13"|"12"|"BUS"|"Rio de janeiro"|34
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Belo horizonte"|15
"BRAZIL"|"2023-12-12"|"12"|"BUS"|"Centro oeste"|2
"BRAZIL"|"2023-12-12"|"12"|"BUS"|"Sao paulo"|5
"BRAZIL"|"2023-12-08"|"12"|"TRUCKS"|"Interior mg"|16
"BRAZIL"|"2023-12-10"|"12"|"LIGHT COMMERCIAL"|"Parana"|1
"BRAZIL"|"2023-12-10"|"12"|"PASSENGER"|"Parana"|1
"BRAZIL"|"2023-10-31"|"10"|"TRUCKS"|"Centro oeste"|43
"BRAZIL"|"2023-12-14"|"12"|"TRUCKS"|"Fortaleza"|13
"BRAZIL"|"2023-12-14"|"12"|"BUS"|"Rio de janeiro"|11
"BRAZIL"|"2023-12-13"|"12"|"BUS"|"Recife"|5
"BRAZIL"|"2023-12-13"|"12"|"BUS"|"Belo horizonte"|3
"BRAZIL"|"2023-12-13"|"12"|"BUS"|"Belem"|1
"BRAZIL"|"2023-12-11"|"12"|"PASSENGER"|"Interior paulista b"|263
"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Sao paulo"|2053
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Recife"|193
"BRAZIL"|"2023-12-01"|"12"|"PASSENGER"|"Brasilia"|313
"BRAZIL"|"2023-12-01"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|107
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Santa catarina"|79
"BRAZIL"|"2023-12-04"|"12"|"LIGHT COMMERCIAL"|"Centro oeste"|187
"BRAZIL"|"2023-12-04"|"12"|"BUS"|"Recife"|3
"BRAZIL"|"2023-12-01"|"12"|"BUS"|"Belem"|8
"BRAZIL"|"2023-12-01"|"12"|"BUS"|"Parana"|4
"BRAZIL"|"2023-12-11"|"12"|"BUS"|"Belo horizonte"|20
"BRAZIL"|"2023-12-11"|"12"|"BUS"|"Espirito santo"|13
"BRAZIL"|"2023-12-11"|"12"|"TRUCKS"|"Brasilia"|4
"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|13
"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Belem"|57
"BRAZIL"|"2023-12-02"|"12"|"PASSENGER"|"Centro oeste"|19
"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Interior paulista a"|15
"BRAZIL"|"2023-12-02"|"12"|"TRUCKS"|"Interior paulista a"|4
"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Recife"|10
"BRAZIL"|"2023-12-02"|"12"|"LIGHT COMMERCIAL"|"Fortaleza"|1
"BRAZIL"|"2023-12-02"|"12"|"BUS"|"Sao paulo"|1
"BRAZIL"|"2023-11-08"|"11"|"BUS"|"Interior paulista b"|2
"BRAZIL"|"2023-11-15"|"11"|"TRUCKS"|"Parana"|1
"BRAZIL"|"2023-11-04"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|1
"BRAZIL"|"2023-11-23"|"11"|"BUS"|"Santa catarina"|1
"BRAZIL"|"2023-12-07"|"12"|"PASSENGER"|"Interior mg"|265
"BRAZIL"|"2023-12-07"|"12"|"TRUCKS"|"Parana"|39
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Centro oeste"|346
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Porto alegre"|43
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Santa catarina"|397
"BRAZIL"|"2023-12-06"|"12"|"PASSENGER"|"Parana"|401
"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Sao paulo"|212
"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Recife"|272
"BRAZIL"|"2023-12-06"|"12"|"TRUCKS"|"Interior mg"|24
"BRAZIL"|"2023-12-06"|"12"|"LIGHT COMMERCIAL"|"Belo horizonte"|314
"BRAZIL"|"2023-12-06"|"12"|"BUS"|"Brasilia"|3
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Interior mg"|20
"BRAZIL"|"2023-12-06"|"12"|"BUS"|"Parana"|3
"BRAZIL"|"2023-12-07"|"12"|"BUS"|"Belem"|1
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Interior paulista b"|139
"BRAZIL"|"2023-12-06"|"12"|"BUS"|"Centro oeste"|2
"BRAZIL"|"2023-10-31"|"10"|"LIGHT COMMERCIAL"|"Rio de janeiro"|89
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|223
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Centro oeste"|342
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Interior mg"|205
"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Sao paulo"|1177
"BRAZIL"|"2023-11-13"|"11"|"PASSENGER"|"Recife"|491
"BRAZIL"|"2023-11-10"|"11"|"PASSENGER"|"Interior paulista a"|406
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Porto alegre"|340
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Recife"|836
"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Centro oeste"|50
"BRAZIL"|"2023-11-28"|"11"|"PASSENGER"|"Parana"|541
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Sao paulo"|285
"BRAZIL"|"2023-11-09"|"11"|"PASSENGER"|"Sao paulo"|1063
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Fortaleza"|289
"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Interior paulista b"|701
"BRAZIL"|"2023-11-06"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|74
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|76
"BRAZIL"|"2023-11-08"|"11"|"PASSENGER"|"Belem"|376
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Porto alegre"|329
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Belo horizonte"|2986
"BRAZIL"|"2023-11-01"|"11"|"PASSENGER"|"Porto alegre"|406
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Porto alegre"|383
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|184
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Recife"|696
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|143
"BRAZIL"|"2023-11-20"|"11"|"PASSENGER"|"Belo horizonte"|1702
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|185
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Recife"|343
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|126
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Rio de janeiro"|509
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|58
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Interior paulista b"|278
"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|173
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Recife"|241
"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Interior paulista a"|41
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Interior paulista a"|384
"BRAZIL"|"2023-11-29"|"11"|"PASSENGER"|"Espirito santo"|204
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Brasilia"|211
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|147
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|124
"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Brasilia"|276
"BRAZIL"|"2023-11-30"|"11"|"PASSENGER"|"Santa catarina"|800
"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|159
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|118
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|131
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Interior paulista b"|17
"BRAZIL"|"2023-11-21"|"11"|"PASSENGER"|"Interior paulista a"|304
"BRAZIL"|"2023-11-16"|"11"|"PASSENGER"|"Belo horizonte"|2942
"BRAZIL"|"2023-11-08"|"11"|"TRUCKS"|"Belo horizonte"|19
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Parana"|457
"BRAZIL"|"2023-11-14"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|225
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Sao paulo"|614
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Porto alegre"|158
"BRAZIL"|"2023-11-22"|"11"|"PASSENGER"|"Belo horizonte"|1729
"BRAZIL"|"2023-11-03"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|49
"BRAZIL"|"2023-11-18"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|23
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Sao paulo"|680
"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Belem"|171
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|68
"BRAZIL"|"2023-11-24"|"11"|"PASSENGER"|"Porto alegre"|421
"BRAZIL"|"2023-11-22"|"11"|"TRUCKS"|"Porto alegre"|71
"BRAZIL"|"2023-11-14"|"11"|"PASSENGER"|"Interior mg"|250
"BRAZIL"|"2023-11-21"|"11"|"LIGHT COMMERCIAL"|"Interior paulista a"|104
"BRAZIL"|"2023-11-21"|"11"|"TRUCKS"|"Porto alegre"|33
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|59
"BRAZIL"|"2023-11-29"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|215
"BRAZIL"|"2023-11-17"|"11"|"PASSENGER"|"Interior paulista b"|267
"BRAZIL"|"2023-11-30"|"11"|"TRUCKS"|"Recife"|39
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Belo horizonte"|109
"BRAZIL"|"2023-11-27"|"11"|"PASSENGER"|"Rio de janeiro"|336
"BRAZIL"|"2023-11-09"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|173
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Parana"|176
"BRAZIL"|"2023-11-13"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|160
"BRAZIL"|"2023-11-10"|"11"|"LIGHT COMMERCIAL"|"Parana"|138
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|70
"BRAZIL"|"2023-11-28"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|94
"BRAZIL"|"2023-11-23"|"11"|"PASSENGER"|"Fortaleza"|240
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|105
"BRAZIL"|"2023-11-16"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|130
"BRAZIL"|"2023-11-23"|"11"|"BUS"|"Belo horizonte"|5
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Interior paulista b"|79
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Interior paulista a"|15
"BRAZIL"|"2023-11-15"|"11"|"TRUCKS"|"Interior mg"|1
"BRAZIL"|"2023-11-17"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|65
"BRAZIL"|"2023-11-24"|"11"|"TRUCKS"|"Santa catarina"|40
"BRAZIL"|"2023-11-01"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|78
"BRAZIL"|"2023-11-27"|"11"|"LIGHT COMMERCIAL"|"Santa catarina"|60
"BRAZIL"|"2023-11-08"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|157
"BRAZIL"|"2023-11-10"|"11"|"TRUCKS"|"Sao paulo"|45
"BRAZIL"|"2023-11-17"|"11"|"TRUCKS"|"Porto alegre"|85
"BRAZIL"|"2023-11-06"|"11"|"PASSENGER"|"Espirito santo"|125
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Interior mg"|140
"BRAZIL"|"2023-11-07"|"11"|"LIGHT COMMERCIAL"|"Espirito santo"|81
"BRAZIL"|"2023-11-22"|"11"|"LIGHT COMMERCIAL"|"Recife"|231
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Belem"|248
"BRAZIL"|"2023-11-24"|"11"|"LIGHT COMMERCIAL"|"Fortaleza"|77
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Porto alegre"|31
"BRAZIL"|"2023-11-29"|"11"|"TRUCKS"|"Fortaleza"|18
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Santa catarina"|46
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Rio de janeiro"|29
"BRAZIL"|"2023-11-23"|"11"|"TRUCKS"|"Espirito santo"|18
"BRAZIL"|"2023-11-30"|"11"|"LIGHT COMMERCIAL"|"Brasilia"|26
"BRAZIL"|"2023-11-01"|"11"|"TRUCKS"|"Parana"|35
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Interior paulista b"|45
"BRAZIL"|"2023-11-21"|"11"|"TRUCKS"|"Belem"|41
"BRAZIL"|"2023-11-30"|"11"|"BUS"|"Belem"|14
"BRAZIL"|"2023-11-23"|"11"|"LIGHT COMMERCIAL"|"Rio de janeiro"|69
"BRAZIL"|"2023-11-06"|"11"|"TRUCKS"|"Recife"|26
"BRAZIL"|"2023-11-03"|"11"|"PASSENGER"|"Belem"|26
"BRAZIL"|"2023-11-13"|"11"|"TRUCKS"|"Belem"|25
"BRAZIL"|"2023-11-11"|"11"|"PASSENGER"|"Brasilia"|24
"BRAZIL"|"2023-11-11"|"11"|"LIGHT COMMERCIAL"|"Sao paulo"|10
"BRAZIL"|"2023-11-28"|"11"|"BUS"|"Interior mg"|4
"BRAZIL"|"2023-11-09"|"11"|"TRUCKS"|"Recife"|38
"BRAZIL"|"2023-11-16"|"11"|"BUS"|"Espirito santo"|1
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Fortaleza"|12
"BRAZIL"|"2023-11-22"|"11"|"BUS"|"Sao paulo"|37
"BRAZIL"|"2023-11-25"|"11"|"PASSENGER"|"Belem"|14
"BRAZIL"|"2023-11-14"|"11"|"TRUCKS"|"Belo horizonte"|26
"BRAZIL"|"2023-11-16"|"11"|"TRUCKS"|"Sao paulo"|34
"BRAZIL"|"2023-11-18"|"11"|"PASSENGER"|"Centro oeste"|6
